1;1.5643958999999974
2;2.931280100000002
3;4.724510300000002
4;6.4309759
5;10.115849700000002
6;16.527443500000004
7;20.04599749999999
8;19.680555099999992
9;25.011658799999992
10;32.6007058
11;32.266610299999996
12;36.71025119999999
13;37.85787539999998
14;43.21093339999999
15;44.81863219999997
17;55.9077911
19;60.097839799999974
21;75.56057049999998
23;83.05272639999998
25;86.94528230000003
27;96.14052829999991
29;104.16762759999995
31;124.08252800000014
33;133.31254639999997
35;140.82168840000008
37;148.17985550000003
39;146.67366760000004
41;166.80908769999996
43;171.06170339999994
45;184.41446150000002
47;198.15442070000017
49;207.0539021999998
51;217.06422800000018
53;226.19140719999996
55;232.50196370000003
57;247.91342010000017
59;241.83685259999993
61;268.6756282000001
63;284.70259399999986
65;289.3642065999993
67;279.1570462999998
69;310.96033869999974
71;314.69871559999956
73;328.1970950999994
75;335.63181110000005
77;350.59172390000003
79;363.69396379999944
81;372.07115129999966
83;387.15449699999954
85;392.7455950000003
87;395.36032279999927
89;413.8424154000004
91;426.85633380000036
93;442.11152460000085
95;449.53832919999877
97;451.7444629999991
99;478.9323847000014
101;496.5967302000008
103;490.24680869999975
105;520.8064391000007
107;529.2312445000007
